Date,Open,High,Low,Close,Adj Close,Volume,FEDFUNDS
2001-02-01,266.29998779296875,268.8999938964844,266.29998779296875,268.5,268.5,410.0,5.49
2001-03-01,265.20001220703125,265.20001220703125,265.20001220703125,265.20001220703125,265.20001220703125,0.0,5.31
2001-05-01,264.3999938964844,264.3999938964844,264.3999938964844,264.3999938964844,264.3999938964844,0.0,4.21
2001-06-01,264.70001220703125,266.8999938964844,264.5,266.3999938964844,266.3999938964844,251.0,3.97
2001-08-01,266.20001220703125,268.1000061035156,265.79998779296875,267.3999938964844,267.3999938964844,284.0,3.65
2001-10-01,291.79998779296875,292.8999938964844,290.5,292.20001220703125,292.20001220703125,91.0,2.49
2001-11-01,279.70001220703125,279.70001220703125,279.70001220703125,279.70001220703125,279.70001220703125,0.0,2.09
2002-02-01,282.29998779296875,287.5,282.20001220703125,286.0,286.0,536.0,1.74
2002-03-01,298.0,298.0,298.0,298.0,298.0,0.0,1.73
2002-04-01,302.6000061035156,303.20001220703125,300.70001220703125,303.20001220703125,303.20001220703125,436.0,1.75
2002-05-01,309.1000061035156,309.1000061035156,309.1000061035156,309.1000061035156,309.1000061035156,0.0,1.75
2002-07-01,314.0,314.0,314.0,314.0,314.0,20.0,1.73
2002-08-01,303.20001220703125,304.79998779296875,298.0,304.0,304.0,217.0,1.74
2002-10-01,322.0,322.0,320.8999938964844,320.8999938964844,320.8999938964844,2837.0,1.75
2002-11-01,318.79998779296875,318.79998779296875,318.79998779296875,318.79998779296875,318.79998779296875,0.0,1.34
2003-04-01,336.0,338.3999938964844,333.79998779296875,334.29998779296875,334.29998779296875,434.0,1.26
2003-05-01,339.0,339.0,339.0,342.1000061035156,342.1000061035156,1.0,1.26
2003-07-01,351.3999938964844,351.3999938964844,351.3999938964844,351.3999938964844,351.3999938964844,3.0,1.01
2003-08-01,354.1000061035156,355.1000061035156,346.0,346.1000061035156,346.1000061035156,2275.0,1.03
2003-10-01,385.5,386.2999877929688,383.0,384.2999877929688,384.2999877929688,83.0,1.01
2003-12-01,397.2000122070313,402.8999938964844,397.0,402.7000122070313,402.7000122070313,1664.0,0.98
2004-03-01,396.3999938964844,396.3999938964844,396.3999938964844,399.2999877929688,399.2999877929688,2.0,1.0
2004-04-01,427.2000122070313,432.0,424.5,427.7999877929688,427.7999877929688,1561.0,1.0
2004-06-01,393.8999938964844,399.0,393.2999877929688,394.6000061035156,394.6000061035156,1864.0,1.03
2004-07-01,396.0,396.0,396.0,396.0,396.0,146.0,1.26
2004-09-01,407.2999877929688,407.2999877929688,407.2999877929688,408.7999877929688,408.7999877929688,0.0,1.61
2004-10-01,419.1000061035156,419.1000061035156,417.0,419.5,419.5,167.0,1.76
2004-11-01,427.2999877929688,427.2999877929688,427.2999877929688,427.2999877929688,427.2999877929688,319.0,1.93
2004-12-01,451.6000061035156,456.0,450.5,454.0,454.0,2682.0,2.16
2005-02-01,422.2000122070313,422.2999877929688,419.2000122070313,420.7999877929688,420.7999877929688,1461.0,2.5
2005-03-01,435.0,433.0,433.0,432.8999938964844,432.8999938964844,1.0,2.63
2005-04-01,428.2999877929688,428.5,424.5,425.8999938964844,425.8999938964844,552.0,2.79
2005-06-01,416.3999938964844,417.2999877929688,414.0,415.2999877929688,415.2999877929688,2816.0,3.04
2005-07-01,427.7999877929688,427.7999877929688,427.7999877929688,427.7999877929688,427.7999877929688,0.0,3.26
2005-08-01,430.0,432.2999877929688,429.1000061035156,431.8999938964844,431.8999938964844,776.0,3.5
2005-09-01,438.5,442.5,438.5,442.2999877929688,442.2999877929688,4.0,3.62
2005-11-01,463.0,463.0,460.0,458.7999877929688,458.7999877929688,5.0,4.0
2005-12-01,494.2000122070313,503.0,490.5,502.5,502.5,2665.0,4.16
2006-02-01,570.7999877929688,571.5999755859375,563.0,569.4000244140625,569.4000244140625,3768.0,4.49
2006-03-01,562.5,564.5,562.5,563.5,563.5,1.0,4.59
2006-05-01,658.0,658.0,658.0,657.5,657.5,9.0,4.94
2006-06-01,642.7999877929688,645.0999755859375,620.0,627.5999755859375,627.5999755859375,1682.0,4.99
2006-08-01,635.4000244140625,646.5,629.5,646.2999877929688,646.2999877929688,1360.0,5.25
2006-09-01,624.4000244140625,624.4000244140625,624.4000244140625,624.4000244140625,624.4000244140625,26.0,5.25
2006-11-01,612.5,612.5,612.5,616.5999755859375,616.5999755859375,6.0,5.25
2006-12-01,645.7000122070312,649.7000122070312,643.5,644.7000122070312,644.7000122070312,728.0,5.24
2007-02-01,652.9000244140625,661.5,652.5999755859375,657.4000244140625,657.4000244140625,1198.0,5.26
2007-03-01,673.0,673.0,673.0,662.2999877929688,662.2999877929688,1.0,5.26
2007-05-01,673.7000122070312,673.7000122070312,673.0,674.4000244140625,674.4000244140625,6.0,5.25
2007-06-01,661.5,672.0,660.7999877929688,671.2000122070312,671.2000122070312,1496.0,5.25
2007-08-01,663.2000122070312,666.2999877929688,658.5,663.5999755859375,663.5999755859375,2026.0,5.02
2007-10-01,745.0999755859375,747.4000244140625,741.7999877929688,747.2000122070312,747.2000122070312,644.0,4.76
2007-11-01,785.2999877929688,791.2999877929688,785.2999877929688,790.7000122070312,790.7000122070312,4.0,4.49
2008-02-01,924.7999877929688,936.2000122070312,903.7000122070312,908.7000122070312,908.7000122070312,2152.0,2.98
2008-04-01,915.0,919.7999877929688,871.7999877929688,882.9000244140625,882.9000244140625,3204.0,2.28
2008-05-01,855.0,873.5,849.5999755859375,848.9000244140625,848.9000244140625,28.0,1.98
2008-07-01,943.5999755859376,945.7999877929688,938.0,942.5,942.5,32.0,2.01
2008-08-01,904.9000244140624,916.0999755859376,902.0999755859376,909.0,909.0,1834.0,2.0
2008-10-01,878.0,889.0999755859375,869.2000122070312,880.7000122070312,880.7000122070312,304.0,0.97
2008-12-01,817.2000122070312,817.2999877929688,766.0,774.5999755859375,774.5999755859375,2791.0,0.16
2009-04-01,918.5999755859376,932.5,916.9000244140624,926.0999755859376,926.0999755859376,3659.0,0.15
2009-05-01,884.0,889.2000122070312,881.5,887.5999755859375,887.5999755859375,506.0,0.18
2009-06-01,978.7999877929688,988.0999755859376,973.0,978.5999755859376,978.5999755859376,2883.0,0.21
2009-07-01,929.2999877929688,944.2000122070312,928.0,941.0,941.0,88.0,0.16
2009-09-01,954.2000122070312,956.5,948.7000122070312,954.7000122070312,954.7000122070312,17.0,0.15
2009-10-01,1007.4000244140624,1008.7999877929688,998.0,999.5,999.5,213.0,0.12
2009-12-01,1181.0,1202.699951171875,1176.0,1199.0999755859375,1199.0999755859375,3787.0,0.12
2010-02-01,1081.0,1107.300048828125,1076.800048828125,1104.300048828125,1104.300048828125,2452.0,0.13
2010-03-01,1119.300048828125,1121.9000244140625,1113.5999755859375,1117.800048828125,1117.800048828125,184.0,0.16
2010-04-01,1125.0999755859375,1127.699951171875,1111.300048828125,1125.0999755859375,1125.0999755859375,2696.0,0.2
2010-06-01,1224.800048828125,1228.199951171875,1209.300048828125,1224.800048828125,1224.800048828125,4547.0,0.18
2010-07-01,1206.300048828125,1242.4000244140625,1204.5,1206.300048828125,1206.300048828125,50.0,0.18
2010-09-01,1246.300048828125,1254.300048828125,1243.5999755859375,1246.300048828125,1246.300048828125,41.0,0.19
2010-10-01,1309.0,1320.0,1309.0,1316.0999755859375,1316.0999755859375,153.0,0.19
2010-11-01,1360.300048828125,1360.300048828125,1350.699951171875,1350.199951171875,1350.199951171875,40.0,0.19
2010-12-01,1386.800048828125,1396.5999755859375,1382.300048828125,1387.300048828125,1387.300048828125,4759.0,0.18
2011-02-01,1333.0999755859375,1342.9000244140625,1325.300048828125,1339.5999755859375,1339.5999755859375,3180.0,0.16
2011-03-01,1415.300048828125,1434.4000244140625,1415.300048828125,1430.699951171875,1430.699951171875,116.0,0.14
2011-04-01,1433.4000244140625,1436.5,1413.0,1428.0999755859375,1428.0999755859375,5318.0,0.1
2011-06-01,1535.699951171875,1550.5999755859375,1529.699951171875,1542.4000244140625,1542.4000244140625,2845.0,0.09
2011-07-01,1502.199951171875,1502.199951171875,1480.0,1482.300048828125,1482.300048828125,66.0,0.07
2011-08-01,1623.0,1631.800048828125,1607.0,1619.0,1619.0,2889.0,0.1
2011-09-01,1825.800048828125,1829.5,1814.4000244140625,1826.0,1826.0,263.0,0.08
