Date,Open,High,Low,Close,Adj Close,Volume,FEDFUNDS
2011-11-01,1706.699951171875,1720.0999755859375,1682.5,1711.0,1711.0,246.0,0.08
2011-12-01,1747.0,1753.300048828125,1734.5,1735.300048828125,1735.300048828125,1350.0,0.07
2012-02-01,1738.199951171875,1751.0999755859375,1734.0,1747.0999755859375,1747.0999755859375,2027.0,0.1
2012-03-01,1698.5999755859375,1724.5999755859375,1698.5999755859375,1721.0999755859375,1721.0999755859375,214.0,0.13
2012-05-01,1665.0,1670.5,1661.699951171875,1661.699951171875,1661.699951171875,25.0,0.16
2012-06-01,1560.0,1630.0,1545.5,1620.5,1620.5,2820.0,0.16
2012-08-01,1613.4000244140625,1617.199951171875,1592.0,1603.699951171875,1603.699951171875,3530.0,0.13
2012-10-01,1766.0,1791.0,1763.300048828125,1780.5,1780.5,816.0,0.16
2012-11-01,1722.300048828125,1725.0999755859375,1714.0999755859375,1714.0999755859375,1714.0999755859375,24.0,0.16
2013-02-01,1663.9000244140625,1681.199951171875,1659.9000244140625,1669.4000244140625,1669.4000244140625,3250.0,0.15
2013-03-01,1579.5999755859375,1585.5999755859375,1566.0,1571.9000244140625,1571.9000244140625,68.0,0.14
2013-04-01,1596.800048828125,1600.5,1594.800048828125,1600.0,1600.0,688.0,0.15
2013-05-01,1475.800048828125,1477.0999755859375,1440.0,1446.300048828125,1446.300048828125,131.0,0.11
2013-07-01,1234.699951171875,1261.0,1234.199951171875,1255.9000244140625,1255.9000244140625,150.0,0.09
2013-08-01,1323.0,1328.5,1306.9000244140625,1311.0,1311.0,1562.0,0.08
2013-10-01,1328.0,1334.0,1284.5,1286.0,1286.0,815.0,0.09
2013-11-01,1325.699951171875,1325.699951171875,1308.0,1313.0999755859375,1313.0999755859375,21.0,0.08
2014-04-01,1285.0999755859375,1287.9000244140625,1277.300048828125,1279.5999755859375,1279.5999755859375,884.0,0.09
2014-05-01,1288.699951171875,1288.699951171875,1278.0,1283.0999755859375,1283.0999755859375,25.0,0.09
2014-07-01,1326.699951171875,1331.4000244140625,1326.199951171875,1326.4000244140625,1326.4000244140625,51.0,0.09
2014-08-01,1284.0999755859375,1296.5999755859375,1279.699951171875,1293.5999755859375,1293.5999755859375,1985.0,0.09
2014-10-01,1207.699951171875,1217.800048828125,1205.5,1214.5999755859375,1214.5999755859375,178.0,0.09
2014-12-01,1160.0,1220.4000244140625,1141.699951171875,1218.0,1218.0,5524.0,0.12
2015-04-01,1182.9000244140625,1208.199951171875,1181.0,1208.0999755859375,1208.0999755859375,1632.0,0.12
2015-05-01,1178.0999755859375,1178.0999755859375,1170.0,1174.5,1174.5,23.0,0.12
2015-06-01,1190.5999755859375,1204.0,1184.300048828125,1188.300048828125,1188.300048828125,1236.0,0.13
2015-07-01,1173.0999755859375,1173.0999755859375,1166.5999755859375,1169.0,1169.0,455.0,0.13
2015-09-01,1133.5,1144.699951171875,1133.5,1138.699951171875,1138.699951171875,375.0,0.14
2015-10-01,1115.199951171875,1119.0,1113.300048828125,1114.199951171875,1114.199951171875,1181.0,0.12
2015-12-01,1064.5999755859375,1074.5999755859375,1063.4000244140625,1063.800048828125,1063.800048828125,3441.0,0.24
2016-02-01,1116.699951171875,1130.0,1115.300048828125,1127.9000244140625,1127.9000244140625,1682.0,0.38
2016-03-01,1240.5,1248.4000244140625,1229.0,1230.300048828125,1230.300048828125,477.0,0.36
2016-04-01,1232.300048828125,1235.199951171875,1209.199951171875,1222.199951171875,1222.199951171875,1602.0,0.37
2016-06-01,1215.699951171875,1219.800048828125,1205.4000244140625,1211.9000244140625,1211.9000244140625,2717.0,0.38
2016-07-01,1324.5,1344.199951171875,1321.9000244140625,1336.699951171875,1336.699951171875,137.0,0.39
2016-08-01,1348.800048828125,1353.5,1345.5999755859375,1351.4000244140625,1351.4000244140625,1257.0,0.4
2016-09-01,1305.300048828125,1313.0999755859375,1301.5,1312.199951171875,1312.199951171875,225.0,0.4
2016-11-01,1279.300048828125,1290.699951171875,1279.0,1286.4000244140625,1286.4000244140625,49.0,0.41
2016-12-01,1172.699951171875,1174.5999755859375,1160.0,1166.9000244140625,1166.9000244140625,1588.0,0.54
2017-02-01,1211.9000244140625,1211.9000244140625,1197.9000244140625,1205.5999755859375,1205.5999755859375,1145.0,0.66
2017-03-01,1247.800048828125,1248.9000244140625,1236.9000244140625,1248.9000244140625,1248.9000244140625,138.0,0.79
2017-05-01,1268.699951171875,1269.300048828125,1253.300048828125,1253.300048828125,1253.300048828125,34.0,0.91
2017-06-01,1268.0,1269.199951171875,1260.800048828125,1267.0,1267.0,825.0,1.04
2017-08-01,1268.4000244140625,1273.300048828125,1262.0,1272.5999755859375,1272.5999755859375,1061.0,1.16
2017-09-01,1320.199951171875,1327.699951171875,1316.9000244140625,1324.5,1324.5,313.0,1.15
2017-11-01,1272.199951171875,1274.800048828125,1270.300048828125,1274.0999755859375,1274.0999755859375,78.0,1.16
2017-12-01,1274.0999755859375,1288.5999755859375,1271.0,1278.800048828125,1278.800048828125,823.0,1.3
2018-02-01,1343.800048828125,1350.5999755859375,1336.800048828125,1344.300048828125,1344.300048828125,1680.0,1.42
2018-03-01,1310.4000244140625,1318.0999755859375,1301.800048828125,1302.9000244140625,1302.9000244140625,43.0,1.51
2018-05-01,1313.199951171875,1313.800048828125,1303.4000244140625,1303.800048828125,1303.800048828125,28.0,1.7
2018-06-01,1298.5999755859375,1299.5,1288.9000244140625,1294.800048828125,1294.800048828125,663.0,1.82
2018-08-01,1222.9000244140625,1223.699951171875,1214.4000244140625,1217.9000244140625,1217.9000244140625,1026.0,1.91
2018-10-01,1191.5999755859375,1191.5999755859375,1185.800048828125,1187.0999755859375,1187.0999755859375,180.0,2.19
2018-11-01,1215.4000244140625,1236.0,1215.4000244140625,1236.0,1236.0,14.0,2.2
2019-02-01,1320.300048828125,1320.699951171875,1315.4000244140625,1316.9000244140625,1316.9000244140625,878.0,2.4
2019-03-01,1312.199951171875,1312.199951171875,1288.9000244140625,1296.4000244140625,1296.4000244140625,110.0,2.41
2019-04-01,1291.800048828125,1295.9000244140625,1285.699951171875,1288.4000244140625,1288.4000244140625,675.0,2.42
2019-05-01,1278.699951171875,1283.300048828125,1278.699951171875,1281.4000244140625,1281.4000244140625,70.0,2.39
2019-07-01,1386.5999755859375,1395.800048828125,1382.800048828125,1385.5999755859375,1385.5999755859375,214.0,2.4
2019-08-01,1411.300048828125,1445.199951171875,1400.9000244140625,1420.9000244140625,1420.9000244140625,2431.0,2.13
2019-10-01,1468.699951171875,1485.5,1458.300048828125,1482.0,1482.0,219.0,1.83
2019-11-01,1511.0,1511.5999755859375,1503.0,1508.0,1508.0,235.0,1.55
2020-04-01,1570.0,1600.0,1570.0,1578.199951171875,1578.199951171875,2158.0,0.05
2020-05-01,1686.5999755859375,1701.5,1670.5,1694.5,1694.5,337.0,0.05
2020-06-01,1740.4000244140625,1747.0,1727.0999755859375,1737.800048828125,1737.800048828125,871.0,0.08
2020-07-01,1793.5999755859375,1798.0,1765.800048828125,1773.199951171875,1773.199951171875,331.0,0.09
2020-09-01,1961.699951171875,1986.300048828125,1961.699951171875,1968.199951171875,1968.199951171875,186.0,0.09
2020-10-01,1884.0999755859373,1909.5999755859373,1882.5,1908.4000244140625,1908.4000244140625,730.0,0.09
2020-12-01,1775.0,1815.9000244140625,1774.9000244140625,1814.0999755859373,1814.0999755859373,1859.0,0.09
2021-02-01,1866.5999755859373,1871.9000244140625,1850.0,1860.800048828125,1860.800048828125,1494.0,0.08
2021-03-01,1737.0999755859375,1747.0,1720.300048828125,1722.5,1722.5,407.0,0.07
2021-04-01,1706.800048828125,1728.800048828125,1706.4000244140625,1726.5,1726.5,720.0,0.07
2021-06-01,1905.0999755859373,1916.199951171875,1892.800048828125,1902.9000244140625,1902.9000244140625,640.0,0.08
2021-07-01,1775.699951171875,1781.199951171875,1768.800048828125,1775.9000244140625,1775.9000244140625,44.0,0.1
2021-09-01,1813.5,1815.9000244140625,1809.5,1813.0999755859373,1813.0999755859373,114.0,0.08
2021-10-01,1754.300048828125,1762.5999755859375,1748.5,1757.0,1757.0,2220.0,0.08
2021-11-01,1787.5,1795.0999755859375,1786.699951171875,1795.0999755859375,1795.0999755859375,142.0,0.08
2021-12-01,1774.800048828125,1790.5,1772.300048828125,1781.5999755859375,1781.5999755859375,1128.0,0.08
2022-02-01,1797.199951171875,1806.0999755859373,1797.0999755859375,1800.300048828125,1800.300048828125,223.0,0.08
2022-03-01,1908.300048828125,1942.4000244140625,1903.800048828125,1942.4000244140625,1942.4000244140625,547.0,0.2
2022-04-01,1935.0,1938.0,1917.0,1919.0999755859373,1919.0999755859373,1016.0,0.33
2022-06-01,1831.0,1847.9000244140625,1825.300048828125,1843.300048828125,1843.300048828125,1623.0,1.21
2022-07-01,1795.5,1806.0999755859373,1791.5999755859375,1798.9000244140625,1798.9000244140625,77.0,1.68
2022-08-01,1763.9000244140625,1772.5,1756.0999755859375,1769.0,1769.0,705.0,2.33
2022-09-01,1707.9000244140625,1707.9000244140625,1693.9000244140625,1696.5999755859375,1696.5999755859375,683.0,2.56
2022-11-01,1630.800048828125,1653.699951171875,1630.800048828125,1645.0,1645.0,985.0,3.78
2022-12-01,1768.699951171875,1803.699951171875,1768.699951171875,1801.0999755859375,1801.0999755859375,1053.0,4.1
2023-02-01,1927.199951171875,1955.0,1922.0,1927.800048828125,1927.800048828125,2290.0,4.57
2023-03-01,1827.0999755859373,1841.699951171875,1827.0999755859373,1837.699951171875,1837.699951171875,211.0,4.65
2023-05-01,1980.0999755859373,2005.0,1976.9000244140625,1983.4000244140625,1983.4000244140625,210.0,5.06
2023-06-01,1963.199951171875,1983.0,1954.300048828125,1978.0,1978.0,750.0,5.08
2023-08-01,1964.9000244140625,1965.4000244140625,1940.699951171875,1940.699951171875,1940.699951171875,688.0,5.33
2023-09-01,1950.0,1950.0,1936.5999755859373,1939.800048828125,1939.800048828125,167.0,5.33
2023-11-01,1990.5,1990.5,1977.800048828125,1978.800048828125,1978.800048828125,41.0,5.33
2023-12-01,2038.300048828125,2073.199951171875,2036.0,2071.0,2071.0,614.0,5.33
2024-02-01,2040.199951171875,2064.5,2029.0,2053.0,2053.0,947.0,5.33
