Date,Open,High,Low,Close,Adj Close,Volume,DFF
2012-01-03,1568.9000244140625,1604.300048828125,1566.0,1599.699951171875,1599.699951171875,229.0,0.07
2012-01-04,1596.5999755859375,1618.5999755859375,1594.5,1611.9000244140625,1611.9000244140625,172.0,0.07
2012-01-05,1610.800048828125,1624.0999755859375,1597.800048828125,1619.4000244140625,1619.4000244140625,362.0,0.07
2012-01-06,1622.5,1627.800048828125,1616.0999755859375,1616.0999755859375,1616.0999755859375,20.0,0.07
2012-01-09,1614.300048828125,1620.0999755859375,1607.5,1607.5,1607.5,8.0,0.08
2012-01-10,1619.9000244140625,1638.0,1619.9000244140625,1631.0,1631.0,47.0,0.08
2012-01-11,1634.800048828125,1645.4000244140625,1633.800048828125,1639.199951171875,1639.199951171875,65.0,0.08
2012-01-12,1645.199951171875,1656.0999755859375,1645.199951171875,1647.300048828125,1647.300048828125,84.0,0.08
2012-01-13,1638.9000244140625,1643.4000244140625,1630.4000244140625,1630.4000244140625,1630.4000244140625,368.0,0.09
2012-01-17,1643.699951171875,1657.800048828125,1642.0999755859375,1655.199951171875,1655.199951171875,16.0,0.09
2012-01-18,1654.0,1660.300048828125,1654.0,1659.5,1659.5,11.0,0.09
2012-01-19,1663.0,1664.4000244140625,1653.5,1654.0999755859375,1654.0999755859375,58.0,0.1
2012-01-20,1652.800048828125,1664.300048828125,1652.800048828125,1663.699951171875,1663.699951171875,8.0,0.09
2012-01-23,1676.9000244140625,1680.0,1669.9000244140625,1678.0,1678.0,10.0,0.09
2012-01-24,1666.9000244140625,1668.199951171875,1664.199951171875,1664.199951171875,1664.199951171875,5.0,0.09
2012-01-25,1673.0,1706.199951171875,1672.0,1699.800048828125,1699.800048828125,239.0,0.08
2012-01-26,1729.0,1729.0,1721.0,1726.300048828125,1726.300048828125,16.0,0.08
2012-01-27,1727.0,1734.0999755859375,1727.0,1731.800048828125,1731.800048828125,175023.0,0.09
2012-01-30,1737.199951171875,1739.9000244140625,1715.699951171875,1731.0,1731.0,53427.0,0.09
2012-01-31,1731.699951171875,1747.699951171875,1725.0,1737.800048828125,1737.800048828125,7540.0,0.11
2012-02-01,1738.199951171875,1751.0999755859375,1734.0,1747.0999755859375,1747.0999755859375,2027.0,0.11
2012-02-02,1745.0999755859375,1761.0999755859375,1742.9000244140625,1756.800048828125,1756.800048828125,2062.0,0.11
2012-02-03,1758.699951171875,1761.300048828125,1724.5,1737.9000244140625,1737.9000244140625,543.0,0.11
2012-02-06,1728.0,1738.300048828125,1713.300048828125,1722.800048828125,1722.800048828125,726.0,0.11
2012-02-07,1722.0,1748.0,1713.199951171875,1746.4000244140625,1746.4000244140625,272.0,0.11
2012-02-08,1744.0,1751.5,1728.199951171875,1729.300048828125,1729.300048828125,955.0,0.11
2012-02-09,1731.4000244140625,1749.699951171875,1726.0999755859375,1739.0,1739.0,119.0,0.11
2012-02-10,1732.699951171875,1734.4000244140625,1706.4000244140625,1723.300048828125,1723.300048828125,248.0,0.12
2012-02-13,1725.0,1733.0,1718.4000244140625,1723.0,1723.0,104.0,0.12
2012-02-14,1720.0,1724.9000244140625,1715.0,1715.9000244140625,1715.9000244140625,94.0,0.12
2012-02-15,1723.5999755859375,1737.0,1723.5999755859375,1726.300048828125,1726.300048828125,110.0,0.12
2012-02-16,1718.4000244140625,1728.4000244140625,1707.0,1726.800048828125,1726.800048828125,38.0,0.11
2012-02-17,1733.5999755859375,1735.0999755859375,1718.800048828125,1724.5,1724.5,80.0,0.09
2012-02-21,1736.0999755859375,1760.0,1733.5999755859375,1757.0999755859375,1757.0999755859375,115.0,0.1
2012-02-22,1758.699951171875,1781.9000244140625,1750.0,1770.0,1770.0,161.0,0.08
2012-02-23,1774.0,1786.0,1773.0,1784.9000244140625,1784.9000244140625,298.0,0.08
2012-02-24,1778.5,1780.699951171875,1771.300048828125,1775.0999755859375,1775.0999755859375,129.0,0.09
2012-02-27,1773.5999755859375,1775.5999755859375,1768.0999755859375,1773.5999755859375,1773.5999755859375,841.0,0.1
2012-02-28,1767.9000244140625,1789.4000244140625,1767.9000244140625,1787.0,1787.0,306.0,0.1
2012-02-29,1789.9000244140625,1790.4000244140625,1669.0,1709.9000244140625,1709.9000244140625,359.0,0.1
2012-03-01,1698.5999755859375,1724.5999755859375,1698.5999755859375,1721.0999755859375,1721.0999755859375,214.0,0.11
2012-03-02,1723.0,1723.0,1705.199951171875,1708.800048828125,1708.800048828125,135.0,0.11
2012-03-05,1705.5,1709.5,1695.4000244140625,1703.0,1703.0,421.0,0.11
2012-03-06,1708.699951171875,1708.699951171875,1666.0,1671.4000244140625,1671.4000244140625,176.0,0.11
2012-03-07,1676.0,1684.0,1673.0999755859375,1683.300048828125,1683.300048828125,39.0,0.11
2012-03-08,1686.4000244140625,1702.4000244140625,1686.4000244140625,1698.0999755859375,1698.0999755859375,301.0,0.11
2012-03-09,1698.800048828125,1710.9000244140625,1680.699951171875,1710.9000244140625,1710.9000244140625,73.0,0.12
2012-03-12,1708.0999755859375,1708.0999755859375,1694.9000244140625,1699.199951171875,1699.199951171875,98.0,0.12
2012-03-13,1698.4000244140625,1698.4000244140625,1685.0999755859375,1693.699951171875,1693.699951171875,47.0,0.12
2012-03-14,1676.9000244140625,1681.0,1637.4000244140625,1642.5,1642.5,201.0,0.13
2012-03-15,1646.300048828125,1660.199951171875,1640.0,1659.0999755859375,1659.0999755859375,405.0,0.14
2012-03-16,1660.0,1661.4000244140625,1641.300048828125,1655.5,1655.5,317.0,0.15
2012-03-19,1661.199951171875,1668.0,1652.0999755859375,1666.9000244140625,1666.9000244140625,462.0,0.15
2012-03-20,1648.0999755859375,1652.300048828125,1642.0,1646.699951171875,1646.699951171875,250.0,0.15
2012-03-21,1657.800048828125,1660.0,1646.0999755859375,1650.0,1650.0,546.0,0.15
2012-03-22,1648.0,1649.4000244140625,1633.800048828125,1642.300048828125,1642.300048828125,321.0,0.14
2012-03-23,1652.5,1665.0999755859375,1646.300048828125,1662.300048828125,1662.300048828125,76.0,0.14
2012-03-26,1665.0,1692.9000244140625,1657.800048828125,1685.5,1685.5,84.0,0.14
2012-03-27,1687.800048828125,1690.800048828125,1684.4000244140625,1684.800048828125,1684.800048828125,100.0,0.14
2012-03-28,1670.0999755859375,1670.0999755859375,1657.9000244140625,1657.9000244140625,1657.9000244140625,193107.0,0.13
2012-03-29,1661.800048828125,1664.5,1644.300048828125,1652.199951171875,1652.199951171875,47342.0,0.13
2012-03-30,1660.5999755859375,1670.0,1659.0,1669.300048828125,1669.300048828125,9825.0,0.09
2012-04-02,1670.4000244140625,1682.800048828125,1662.0,1677.5,1677.5,2531.0,0.15
2012-04-03,1677.5999755859375,1679.5,1638.699951171875,1670.0,1670.0,1165.0,0.15
2012-04-04,1646.5,1647.0,1612.300048828125,1612.300048828125,1612.300048828125,1122.0,0.15
2012-04-05,1620.800048828125,1633.199951171875,1620.4000244140625,1628.5,1628.5,289.0,0.15
2012-04-09,1645.300048828125,1646.4000244140625,1636.5,1642.5,1642.5,158.0,0.16
2012-04-10,1649.0,1661.699951171875,1636.199951171875,1659.5,1659.5,350.0,0.15
2012-04-11,1654.800048828125,1659.699951171875,1654.699951171875,1659.0,1659.0,426.0,0.16
2012-04-12,1660.0,1680.0999755859375,1650.0,1679.5,1679.5,1309.0,0.15
2012-04-13,1673.300048828125,1674.800048828125,1650.0,1659.0999755859375,1659.0999755859375,220.0,0.15
2012-04-16,1650.800048828125,1656.800048828125,1641.199951171875,1648.699951171875,1648.699951171875,717.0,0.15
2012-04-17,1652.0,1652.9000244140625,1637.0,1650.300048828125,1650.300048828125,69.0,0.16
2012-04-18,1653.199951171875,1653.300048828125,1638.0999755859375,1638.800048828125,1638.800048828125,273.0,0.15
2012-04-19,1642.0999755859375,1653.0999755859375,1632.0,1640.5999755859375,1640.5999755859375,77.0,0.13
2012-04-20,1641.699951171875,1645.5999755859375,1640.9000244140625,1642.0999755859375,1642.0999755859375,54.0,0.12
2012-04-23,1642.4000244140625,1642.4000244140625,1625.0999755859375,1631.9000244140625,1631.9000244140625,226.0,0.13
2012-04-24,1634.4000244140625,1648.5999755859375,1634.4000244140625,1643.0,1643.0,123.0,0.14
2012-04-25,1641.300048828125,1643.800048828125,1626.9000244140625,1641.4000244140625,1641.4000244140625,82.0,0.15
2012-04-26,1658.300048828125,1659.5999755859375,1658.300048828125,1659.5999755859375,1659.5999755859375,280.0,0.14
2012-04-27,1654.5,1666.9000244140625,1654.0,1664.0,1664.0,236.0,0.13
2012-04-30,1663.0,1665.699951171875,1653.0,1663.4000244140625,1663.4000244140625,36.0,0.16
2012-05-01,1665.0,1670.5,1661.699951171875,1661.699951171875,1661.699951171875,25.0,0.16
2012-05-02,1659.199951171875,1659.199951171875,1648.300048828125,1653.4000244140625,1653.4000244140625,50.0,0.15
2012-05-03,1651.199951171875,1652.199951171875,1631.300048828125,1634.199951171875,1634.199951171875,78.0,0.15
2012-05-04,1635.699951171875,1645.5999755859375,1629.4000244140625,1644.699951171875,1644.699951171875,68.0,0.16
2012-05-07,1637.9000244140625,1640.0,1632.5999755859375,1638.5999755859375,1638.5999755859375,21.0,0.16
2012-05-08,1636.699951171875,1636.699951171875,1596.0,1604.0,1604.0,154.0,0.16
2012-05-09,1595.300048828125,1595.300048828125,1586.300048828125,1593.699951171875,1593.699951171875,30.0,0.15
2012-05-10,1594.199951171875,1595.0999755859375,1592.4000244140625,1595.0999755859375,1595.0999755859375,6.0,0.15
2012-05-11,1586.0999755859375,1589.5999755859375,1583.5999755859375,1583.5999755859375,1583.5999755859375,6.0,0.15
2012-05-14,1563.0,1563.0999755859375,1555.5,1560.5999755859375,1560.5999755859375,5.0,0.16
2012-05-15,1555.4000244140625,1558.300048828125,1542.4000244140625,1556.800048828125,1556.800048828125,28.0,0.16
2012-05-16,1541.4000244140625,1541.4000244140625,1528.5,1536.199951171875,1536.199951171875,26.0,0.16
2012-05-17,1546.9000244140625,1579.0,1546.9000244140625,1574.5,1574.5,51.0,0.16
2012-05-18,1573.699951171875,1591.5999755859375,1568.199951171875,1591.5999755859375,1591.5999755859375,26.0,0.16
2012-05-21,1591.9000244140625,1594.0999755859375,1588.4000244140625,1588.4000244140625,1588.4000244140625,32.0,0.16
2012-05-22,1575.699951171875,1578.0999755859375,1568.4000244140625,1576.300048828125,1576.300048828125,27.0,0.16
2012-05-23,1538.199951171875,1548.0999755859375,1534.4000244140625,1548.0999755859375,1548.0999755859375,6.0,0.15
2012-05-24,1559.0,1569.4000244140625,1551.5,1557.300048828125,1557.300048828125,23.0,0.15
2012-05-25,1558.199951171875,1568.800048828125,1557.300048828125,1568.800048828125,1568.800048828125,7.0,0.15
2012-05-29,1574.699951171875,1582.5,1548.5999755859375,1548.5999755859375,1548.5999755859375,259050.0,0.16
2012-05-30,1553.9000244140625,1569.0,1530.4000244140625,1563.4000244140625,1563.4000244140625,79887.0,0.16
2012-05-31,1562.699951171875,1572.5999755859375,1551.800048828125,1562.5999755859375,1562.5999755859375,5901.0,0.16
2012-06-01,1560.0,1630.0,1545.5,1620.5,1620.5,2820.0,0.16
2012-06-04,1623.0,1627.9000244140625,1609.0,1612.199951171875,1612.199951171875,2134.0,0.17
2012-06-05,1619.300048828125,1622.699951171875,1612.9000244140625,1615.199951171875,1615.199951171875,604.0,0.17
2012-06-06,1619.699951171875,1639.699951171875,1616.5,1632.800048828125,1632.800048828125,419.0,0.16
2012-06-07,1622.5999755859375,1627.199951171875,1581.9000244140625,1586.5999755859375,1586.5999755859375,1200.0,0.16
2012-06-08,1589.9000244140625,1593.9000244140625,1566.5,1590.0999755859375,1590.0999755859375,157.0,0.17
2012-06-11,1608.0,1608.0,1583.0,1595.5,1595.5,129.0,0.17
2012-06-12,1594.0999755859375,1612.800048828125,1588.5,1612.699951171875,1612.699951171875,523.0,0.16
2012-06-13,1608.199951171875,1622.4000244140625,1608.199951171875,1618.0999755859375,1618.0999755859375,655.0,0.17
2012-06-14,1621.199951171875,1626.4000244140625,1610.0999755859375,1618.4000244140625,1618.4000244140625,493.0,0.17
2012-06-15,1624.300048828125,1630.0,1621.5,1627.0,1627.0,1015.0,0.18
2012-06-18,1622.5999755859375,1627.5999755859375,1615.0,1625.699951171875,1625.699951171875,246.0,0.17
2012-06-19,1629.800048828125,1630.699951171875,1622.0,1622.199951171875,1622.199951171875,32.0,0.17
2012-06-20,1618.300048828125,1618.300048828125,1601.300048828125,1614.800048828125,1614.800048828125,140.0,0.16
2012-06-21,1603.199951171875,1603.300048828125,1564.5,1564.5,1564.5,29.0,0.17
2012-06-22,1565.5,1568.4000244140625,1560.0,1566.0,1566.0,16.0,0.17
2012-06-25,1574.9000244140625,1587.5,1571.0,1587.5,1587.5,32.0,0.17
2012-06-26,1583.5,1583.5,1567.699951171875,1574.0,1574.0,104.0,0.16
2012-06-27,1567.0,1577.5,1563.0,1577.5,1577.5,220.0,0.15
2012-06-28,1573.699951171875,1573.699951171875,1548.4000244140625,1549.699951171875,1549.699951171875,133.0,0.15
2012-06-29,1562.5999755859375,1603.5,1561.9000244140625,1603.5,1603.5,61.0,0.09
2012-07-02,1597.0999755859375,1598.300048828125,1589.699951171875,1597.199951171875,1597.199951171875,35.0,0.18
2012-07-03,1603.800048828125,1624.0,1603.800048828125,1621.300048828125,1621.300048828125,44.0,0.17
2012-07-05,1618.5,1619.199951171875,1598.0,1608.9000244140625,1608.9000244140625,27.0,0.17
2012-07-06,1592.300048828125,1593.800048828125,1578.4000244140625,1578.4000244140625,1578.4000244140625,15.0,0.17
2012-07-09,1582.0999755859375,1588.5999755859375,1580.9000244140625,1588.5999755859375,1588.5999755859375,5.0,0.17
2012-07-10,1599.199951171875,1599.800048828125,1567.5999755859375,1579.300048828125,1579.300048828125,12.0,0.17
2012-07-11,1577.4000244140625,1579.5,1575.199951171875,1575.199951171875,1575.199951171875,12.0,0.17
2012-07-12,1569.300048828125,1574.699951171875,1557.199951171875,1564.9000244140625,1564.9000244140625,44.0,0.18
2012-07-13,1567.800048828125,1594.0999755859375,1567.800048828125,1591.5999755859375,1591.5999755859375,26.0,0.19
2012-07-16,1586.199951171875,1591.199951171875,1585.800048828125,1591.199951171875,1591.199951171875,7.0,0.18
2012-07-17,1596.0,1596.0,1576.300048828125,1589.0999755859375,1589.0999755859375,27.0,0.17
2012-07-18,1581.199951171875,1583.699951171875,1569.9000244140625,1570.4000244140625,1570.4000244140625,30.0,0.16
2012-07-19,1580.0,1586.9000244140625,1578.4000244140625,1580.0999755859375,1580.0999755859375,60.0,0.13
2012-07-20,1583.9000244140625,1584.4000244140625,1576.0999755859375,1582.5,1582.5,5.0,0.13
2012-07-23,1571.699951171875,1577.0999755859375,1569.800048828125,1577.0999755859375,1577.0999755859375,4.0,0.14
2012-07-24,1574.0,1581.9000244140625,1574.0,1576.0,1576.0,9.0,0.15
2012-07-25,1583.699951171875,1608.0,1583.300048828125,1608.0,1608.0,12.0,0.15
2012-07-26,1614.9000244140625,1615.0,1614.0999755859375,1615.0,1615.0,7.0,0.14
2012-07-27,1613.4000244140625,1617.9000244140625,1613.4000244140625,1617.9000244140625,1617.9000244140625,197976.0,0.14
2012-07-30,1622.9000244140625,1625.800048828125,1613.0999755859375,1619.699951171875,1619.699951171875,52890.0,0.14
2012-07-31,1621.0999755859375,1627.5,1610.0,1610.5,1610.5,6281.0,0.13
2012-08-01,1613.4000244140625,1617.199951171875,1592.0,1603.699951171875,1603.699951171875,3530.0,0.14
2012-08-02,1600.0,1615.0,1583.0999755859375,1587.4000244140625,1587.4000244140625,933.0,0.14
2012-08-03,1589.300048828125,1606.0,1585.0999755859375,1606.0,1606.0,676.0,0.14
2012-08-06,1604.699951171875,1614.0999755859375,1603.199951171875,1612.9000244140625,1612.9000244140625,662.0,0.14
2012-08-07,1610.800048828125,1615.699951171875,1609.300048828125,1609.699951171875,1609.699951171875,449.0,0.13
2012-08-08,1610.199951171875,1614.800048828125,1603.0,1612.9000244140625,1612.9000244140625,341.0,0.13
2012-08-09,1612.800048828125,1617.199951171875,1610.0999755859375,1617.0999755859375,1617.0999755859375,433.0,0.13
2012-08-10,1615.800048828125,1624.0999755859375,1605.0,1619.699951171875,1619.699951171875,1219.0,0.13
2012-08-13,1622.0,1623.699951171875,1607.300048828125,1609.5999755859375,1609.5999755859375,402.0,0.13
2012-08-14,1612.800048828125,1615.5999755859375,1591.199951171875,1599.4000244140625,1599.4000244140625,910.0,0.13
2012-08-15,1593.800048828125,1604.5999755859375,1592.0,1603.699951171875,1603.699951171875,280.0,0.13
2012-08-16,1600.199951171875,1616.0999755859375,1600.199951171875,1616.0999755859375,1616.0999755859375,199.0,0.13
2012-08-17,1617.800048828125,1617.800048828125,1611.4000244140625,1616.300048828125,1616.300048828125,249.0,0.13
2012-08-20,1614.0,1621.4000244140625,1611.5999755859375,1620.0999755859375,1620.0999755859375,68.0,0.13
2012-08-21,1620.0,1639.9000244140625,1620.0,1639.9000244140625,1639.9000244140625,258.0,0.13
2012-08-22,1638.4000244140625,1653.0999755859375,1635.0,1637.4000244140625,1637.4000244140625,37.0,0.13
2012-08-23,1659.9000244140625,1672.699951171875,1658.0,1669.5999755859375,1669.5999755859375,141.0,0.13
2012-08-24,1665.800048828125,1669.800048828125,1662.199951171875,1669.800048828125,1669.800048828125,24.0,0.13
2012-08-27,1674.9000244140625,1674.9000244140625,1663.9000244140625,1672.4000244140625,1672.4000244140625,42.0,0.13
2012-08-28,1659.9000244140625,1671.0,1659.199951171875,1666.5,1666.5,51.0,0.13
2012-08-29,1667.199951171875,1667.300048828125,1659.800048828125,1659.800048828125,1659.800048828125,403.0,0.13
2012-08-30,1655.4000244140625,1662.0,1650.699951171875,1653.5,1653.5,418.0,0.14
2012-08-31,1658.5999755859375,1690.0,1646.199951171875,1684.5999755859375,1684.5999755859375,58.0,0.13
2012-09-04,1689.0999755859375,1698.0,1687.699951171875,1692.9000244140625,1692.9000244140625,43.0,0.14
2012-09-05,1690.4000244140625,1693.300048828125,1690.4000244140625,1690.800048828125,1690.800048828125,82.0,0.16
2012-09-06,1696.4000244140625,1712.4000244140625,1696.4000244140625,1702.5999755859375,1702.5999755859375,39.0,0.16
2012-09-07,1696.699951171875,1738.199951171875,1696.699951171875,1737.5,1737.5,109.0,0.15
2012-09-10,1733.0999755859375,1733.5,1727.199951171875,1728.699951171875,1728.699951171875,14.0,0.15
2012-09-11,1736.0,1736.0,1731.800048828125,1731.800048828125,1731.800048828125,2.0,0.15
2012-09-12,1742.199951171875,1742.300048828125,1730.5,1730.5999755859375,1730.5999755859375,15.0,0.15
2012-09-13,1728.699951171875,1769.0999755859375,1728.699951171875,1769.0999755859375,1769.0999755859375,33.0,0.15
2012-09-14,1771.0,1774.5,1766.0,1769.800048828125,1769.800048828125,25.0,0.16
2012-09-17,1774.800048828125,1774.800048828125,1753.800048828125,1767.699951171875,1767.699951171875,54.0,0.16
2012-09-18,1766.300048828125,1768.4000244140625,1766.300048828125,1768.4000244140625,1768.4000244140625,13.0,0.16
2012-09-19,1776.0,1778.5,1768.0,1769.0,1769.0,27.0,0.15
2012-09-20,1769.0999755859375,1771.300048828125,1760.5999755859375,1767.699951171875,1767.699951171875,17.0,0.16
2012-09-21,1785.300048828125,1785.300048828125,1772.300048828125,1775.5,1775.5,10.0,0.15
2012-09-24,1762.0999755859375,1762.0999755859375,1762.0999755859375,1762.0999755859375,1762.0999755859375,4.0,0.16
2012-09-25,1772.5999755859375,1772.699951171875,1763.800048828125,1763.800048828125,1763.800048828125,5.0,0.15
2012-09-26,1762.800048828125,1764.199951171875,1743.0,1750.5999755859375,1750.5999755859375,15237.0,0.15
2012-09-27,1752.5999755859375,1780.199951171875,1750.699951171875,1777.5999755859375,1777.5999755859375,6989.0,0.14
2012-09-28,1776.800048828125,1782.199951171875,1767.5,1771.0999755859375,1771.0999755859375,2839.0,0.09
2012-10-01,1766.0,1791.0,1763.300048828125,1780.5,1780.5,816.0,0.15
2012-10-02,1777.9000244140625,1779.300048828125,1772.699951171875,1772.699951171875,1772.699951171875,94.0,0.16
2012-10-03,1772.199951171875,1779.9000244140625,1771.9000244140625,1777.300048828125,1777.300048828125,134.0,0.16
2012-10-04,1783.5,1794.800048828125,1783.5,1794.0999755859375,1794.0999755859375,199.0,0.15
2012-10-05,1792.199951171875,1792.199951171875,1776.5999755859375,1778.5999755859375,1778.5999755859375,257.0,0.15
2012-10-08,1778.0,1778.0,1766.800048828125,1773.5,1773.5,33.0,0.15
2012-10-09,1776.699951171875,1776.699951171875,1762.300048828125,1763.0,1763.0,24.0,0.16
2012-10-10,1762.4000244140625,1764.199951171875,1758.0999755859375,1763.199951171875,1763.199951171875,29.0,0.16
2012-10-11,1761.5999755859375,1771.0,1761.5999755859375,1768.800048828125,1768.800048828125,30.0,0.16
2012-10-12,1769.5,1769.5,1753.5999755859375,1758.0,1758.0,84.0,0.16
2012-10-15,1750.0,1750.0,1729.9000244140625,1736.0,1736.0,108.0,0.16
2012-10-16,1736.699951171875,1744.699951171875,1736.5999755859375,1744.699951171875,1744.699951171875,15.0,0.16
2012-10-17,1749.4000244140625,1751.5,1746.0,1751.5,1751.5,36.0,0.15
2012-10-18,1749.0999755859375,1749.0999755859375,1740.5,1743.300048828125,1743.300048828125,27.0,0.15
2012-10-19,1741.0999755859375,1741.0999755859375,1721.0,1722.800048828125,1722.800048828125,70.0,0.16
2012-10-22,1715.0,1728.300048828125,1715.0,1725.0999755859375,1725.0999755859375,12.0,0.15
2012-10-23,1726.5999755859375,1726.5999755859375,1708.300048828125,1708.300048828125,1708.300048828125,75.0,0.15
2012-10-24,1708.4000244140625,1708.5,1698.5999755859375,1700.5,1700.5,27.0,0.17
2012-10-25,1711.699951171875,1716.699951171875,1711.699951171875,1712.0,1712.0,33.0,0.16
2012-10-26,1706.0999755859375,1716.199951171875,1706.0999755859375,1710.9000244140625,1710.9000244140625,77.0,0.16
2012-10-31,1714.4000244140625,1724.5,1714.4000244140625,1717.5,1717.5,64.0,0.18
2012-11-01,1722.300048828125,1725.0999755859375,1714.0999755859375,1714.0999755859375,1714.0999755859375,24.0,0.17
2012-11-02,1711.300048828125,1711.300048828125,1674.0999755859375,1674.0999755859375,1674.0999755859375,50.0,0.16
2012-11-05,1682.800048828125,1683.0999755859375,1674.300048828125,1682.199951171875,1682.199951171875,7.0,0.17
2012-11-06,1690.0999755859375,1718.0,1690.0999755859375,1714.0999755859375,1714.0999755859375,47.0,0.16
2012-11-07,1707.699951171875,1726.5,1703.699951171875,1713.199951171875,1713.199951171875,42.0,0.16
2012-11-08,1715.9000244140625,1725.4000244140625,1714.199951171875,1725.4000244140625,1725.4000244140625,34.0,0.16
2012-11-09,1733.699951171875,1734.0999755859375,1727.5999755859375,1730.300048828125,1730.300048828125,6.0,0.16
2012-11-12,1733.199951171875,1733.4000244140625,1730.300048828125,1730.300048828125,1730.300048828125,6.0,0.16
2012-11-13,1721.5999755859375,1728.199951171875,1718.5,1724.199951171875,1724.199951171875,12.0,0.16
2012-11-14,1722.0,1729.5,1722.0,1729.5,1729.5,11.0,0.16
2012-11-15,1724.9000244140625,1724.9000244140625,1706.300048828125,1713.300048828125,1713.300048828125,10.0,0.16
2012-11-16,1710.0,1714.300048828125,1706.9000244140625,1714.300048828125,1714.300048828125,16.0,0.16
2012-11-19,1721.800048828125,1734.0,1721.800048828125,1734.0,1734.0,4.0,0.16
2012-11-20,1730.5999755859375,1731.0999755859375,1722.5,1723.199951171875,1723.199951171875,21.0,0.16
2012-11-21,1725.800048828125,1727.9000244140625,1725.800048828125,1727.9000244140625,1727.9000244140625,23.0,0.16
2012-11-23,1735.0,1751.300048828125,1735.0,1751.300048828125,1751.300048828125,8.0,0.16
2012-11-26,1750.300048828125,1750.5,1749.4000244140625,1749.5,1749.5,24.0,0.16
2012-11-27,1746.4000244140625,1746.4000244140625,1742.199951171875,1742.199951171875,1742.199951171875,7.0,0.16
2012-11-28,1739.800048828125,1739.800048828125,1716.5,1716.5,1716.5,276136.0,0.16
2012-11-29,1719.5999755859375,1729.0,1717.699951171875,1727.199951171875,1727.199951171875,65599.0,0.16
2012-11-30,1725.199951171875,1731.199951171875,1708.4000244140625,1710.9000244140625,1710.9000244140625,3690.0,0.16
2012-12-03,1714.9000244140625,1721.9000244140625,1714.5,1719.5999755859375,1719.5999755859375,1238.0,0.16
2012-12-04,1716.300048828125,1716.800048828125,1691.5999755859375,1694.4000244140625,1694.4000244140625,1428.0,0.17
2012-12-05,1697.0999755859375,1706.0,1685.0,1692.4000244140625,1692.4000244140625,1262.0,0.16
2012-12-06,1694.300048828125,1702.0999755859375,1686.4000244140625,1700.300048828125,1700.300048828125,525.0,0.16
2012-12-07,1701.199951171875,1704.5,1684.0,1704.0,1704.0,169.0,0.16
2012-12-10,1704.199951171875,1717.0,1704.199951171875,1713.0,1713.0,88.0,0.16
2012-12-11,1710.0,1714.0999755859375,1705.9000244140625,1708.199951171875,1708.199951171875,88.0,0.17
2012-12-12,1710.0999755859375,1722.300048828125,1708.0,1716.5999755859375,1716.5999755859375,195.0,0.17
2012-12-13,1707.199951171875,1707.199951171875,1689.9000244140625,1695.5999755859375,1695.5999755859375,240.0,0.16
2012-12-14,1698.300048828125,1699.199951171875,1694.4000244140625,1695.800048828125,1695.800048828125,72.0,0.17
2012-12-17,1690.5,1698.5,1689.5,1697.0,1697.0,65.0,0.16
2012-12-18,1701.4000244140625,1702.800048828125,1661.0,1669.5,1669.5,501.0,0.17
2012-12-19,1675.300048828125,1676.0,1664.5999755859375,1666.5,1666.5,76.0,0.17
2012-12-20,1667.9000244140625,1671.0,1637.5999755859375,1644.9000244140625,1644.9000244140625,158.0,0.17
2012-12-21,1648.0,1659.0999755859375,1635.800048828125,1659.0999755859375,1659.0999755859375,78.0,0.17
2012-12-24,1657.699951171875,1663.800048828125,1654.9000244140625,1658.5999755859375,1658.5999755859375,73.0,0.18
2012-12-26,1654.5,1666.699951171875,1654.5,1659.800048828125,1659.800048828125,73.0,0.17
2012-12-27,1656.199951171875,1662.5999755859375,1656.199951171875,1662.5999755859375,1662.5999755859375,446.0,0.17
2012-12-28,1664.0,1664.0,1653.699951171875,1654.9000244140625,1654.9000244140625,197.0,0.17
2012-12-31,1655.4000244140625,1677.0999755859375,1655.4000244140625,1674.800048828125,1674.800048828125,89.0,0.09
