Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,1063.4000244140625,1082.5,1063.199951171875,1075.0999755859375,1075.0999755859375,143
2016-01-05,1075.5999755859375,1081.5,1075.300048828125,1078.4000244140625,1078.4000244140625,82
2016-01-06,1081.5999755859375,1093.699951171875,1081.5999755859375,1091.9000244140625,1091.9000244140625,52
2016-01-07,1091.5999755859375,1109.4000244140625,1091.5999755859375,1107.699951171875,1107.699951171875,122
2016-01-08,1111.0999755859375,1111.0999755859375,1093.0,1097.800048828125,1097.800048828125,98
2016-01-11,1105.699951171875,1107.9000244140625,1096.5,1096.5,1096.5,43
2016-01-12,1093.800048828125,1098.5,1084.0,1085.5999755859375,1085.5999755859375,87
2016-01-13,1081.5,1093.9000244140625,1081.5,1087.5,1087.5,50
2016-01-14,1091.5,1091.5,1073.699951171875,1073.9000244140625,1073.9000244140625,59
2016-01-15,1085.0,1095.800048828125,1081.800048828125,1091.5,1091.5,44
2016-01-19,1089.800048828125,1094.4000244140625,1084.9000244140625,1089.9000244140625,1089.9000244140625,17
2016-01-20,1099.800048828125,1109.800048828125,1099.800048828125,1107.0999755859375,1107.0999755859375,30
2016-01-21,1103.5999755859375,1103.5999755859375,1094.0999755859375,1099.0999755859375,1099.0999755859375,16
2016-01-22,1098.0,1103.199951171875,1097.199951171875,1097.199951171875,1097.199951171875,4
2016-01-25,1099.300048828125,1109.300048828125,1099.300048828125,1106.199951171875,1106.199951171875,8
2016-01-26,1115.0999755859375,1121.699951171875,1114.300048828125,1121.699951171875,1121.699951171875,181
2016-01-27,1117.800048828125,1117.800048828125,1115.800048828125,1116.0999755859375,1116.0999755859375,168706
2016-01-28,1125.4000244140625,1125.699951171875,1109.800048828125,1115.5999755859375,1115.5999755859375,52861
2016-01-29,1114.4000244140625,1118.5999755859375,1108.800048828125,1116.4000244140625,1116.4000244140625,6955
2016-02-01,1116.699951171875,1130.0,1115.300048828125,1127.9000244140625,1127.9000244140625,1682
2016-02-02,1128.300048828125,1131.4000244140625,1123.0,1127.300048828125,1127.300048828125,1230
2016-02-03,1128.5,1146.0,1125.0,1141.300048828125,1141.300048828125,1630
2016-02-04,1142.5,1157.5999755859375,1141.0,1157.5999755859375,1157.5999755859375,771
2016-02-05,1155.5999755859375,1174.800048828125,1146.0,1157.800048828125,1157.800048828125,877
2016-02-08,1173.5,1200.4000244140625,1165.0,1197.9000244140625,1197.9000244140625,931
2016-02-09,1188.699951171875,1199.199951171875,1186.699951171875,1198.699951171875,1198.699951171875,700
2016-02-10,1189.800048828125,1197.699951171875,1182.0999755859375,1194.699951171875,1194.699951171875,671
2016-02-11,1205.5999755859375,1260.800048828125,1204.5999755859375,1247.9000244140625,1247.9000244140625,995
2016-02-12,1247.800048828125,1247.800048828125,1233.5,1239.0999755859375,1239.0999755859375,250
2016-02-16,1233.0999755859375,1233.5999755859375,1193.5999755859375,1207.9000244140625,1207.9000244140625,422
2016-02-17,1196.5,1212.9000244140625,1196.5,1211.0999755859375,1211.0999755859375,53
2016-02-18,1209.5999755859375,1239.199951171875,1201.5999755859375,1226.0999755859375,1226.0999755859375,315
2016-02-19,1230.800048828125,1232.800048828125,1221.800048828125,1230.4000244140625,1230.4000244140625,76
2016-02-22,1226.0999755859375,1226.0999755859375,1203.0,1209.5,1209.5,280
2016-02-23,1207.4000244140625,1226.0999755859375,1207.4000244140625,1222.300048828125,1222.300048828125,351
2016-02-24,1230.0,1250.0999755859375,1230.0,1238.699951171875,1238.699951171875,111
2016-02-25,1239.4000244140625,1241.5,1235.0,1238.199951171875,1238.199951171875,1349
2016-02-26,1232.4000244140625,1239.0999755859375,1212.199951171875,1219.800048828125,1219.800048828125,656
2016-02-29,1218.5999755859375,1241.0,1218.5999755859375,1233.9000244140625,1233.9000244140625,580
2016-03-01,1240.5,1248.4000244140625,1229.0,1230.300048828125,1230.300048828125,477
2016-03-02,1232.800048828125,1242.5999755859375,1226.0,1241.0999755859375,1241.0999755859375,267
2016-03-03,1238.4000244140625,1267.9000244140625,1238.0,1257.4000244140625,1257.4000244140625,123
2016-03-04,1263.0,1279.9000244140625,1250.9000244140625,1269.9000244140625,1269.9000244140625,268
2016-03-07,1259.800048828125,1272.300048828125,1259.699951171875,1263.199951171875,1263.199951171875,67
2016-03-08,1268.699951171875,1276.300048828125,1261.0,1262.0999755859375,1262.0999755859375,43
2016-03-09,1254.5,1260.0,1244.800048828125,1256.5999755859375,1256.5999755859375,79
2016-03-10,1250.0,1273.0,1237.5,1272.0,1272.0,119
2016-03-11,1270.0,1280.699951171875,1249.4000244140625,1258.699951171875,1258.699951171875,87
2016-03-14,1256.0,1258.0,1234.5,1244.4000244140625,1244.4000244140625,58
2016-03-15,1228.300048828125,1236.0,1228.0,1230.4000244140625,1230.4000244140625,37
2016-03-16,1229.5,1263.800048828125,1228.9000244140625,1229.300048828125,1229.300048828125,45
2016-03-17,1261.5,1270.0999755859375,1255.9000244140625,1264.5,1264.5,27
2016-03-18,1257.0999755859375,1264.4000244140625,1251.5,1253.800048828125,1253.800048828125,542
2016-03-21,1256.199951171875,1256.199951171875,1243.4000244140625,1243.800048828125,1243.800048828125,1061
2016-03-22,1244.0,1252.4000244140625,1243.800048828125,1248.199951171875,1248.199951171875,20
2016-03-23,1247.699951171875,1247.699951171875,1218.5999755859375,1223.699951171875,1223.699951171875,28
2016-03-24,1214.199951171875,1221.4000244140625,1214.199951171875,1221.4000244140625,1221.4000244140625,13
2016-03-28,1211.5,1222.199951171875,1210.0,1219.9000244140625,1219.9000244140625,33
2016-03-29,1217.800048828125,1235.5999755859375,1217.699951171875,1235.5999755859375,1235.5999755859375,189732
2016-03-30,1241.4000244140625,1245.0,1223.4000244140625,1226.9000244140625,1226.9000244140625,48248
2016-03-31,1225.5999755859375,1239.5999755859375,1224.5,1234.199951171875,1234.199951171875,3377
2016-04-01,1232.300048828125,1235.199951171875,1209.199951171875,1222.199951171875,1222.199951171875,1602
2016-04-04,1221.699951171875,1222.300048828125,1215.0,1218.0,1218.0,2038
2016-04-05,1215.4000244140625,1236.699951171875,1215.4000244140625,1228.4000244140625,1228.4000244140625,477
2016-04-06,1230.4000244140625,1230.4000244140625,1217.5999755859375,1222.5,1222.5,248
2016-04-07,1224.800048828125,1242.9000244140625,1224.5999755859375,1236.199951171875,1236.199951171875,375
2016-04-08,1241.0,1242.800048828125,1232.0,1242.5,1242.5,409
2016-04-11,1241.5,1258.699951171875,1241.5,1256.699951171875,1256.699951171875,437
2016-04-12,1260.0,1261.699951171875,1253.699951171875,1259.4000244140625,1259.4000244140625,185
2016-04-13,1256.5,1256.9000244140625,1241.300048828125,1246.800048828125,1246.800048828125,203
